,CNAEF_Areas of Education and Training,CNAEF_Areas of Education and Training_Main Code,Institution_Name,Institution_Name_ID,Institution_School,Unnamed: 5,Institution_School_ID,Course_Name,Course_Name_ID,PDC Selection,SM Selection,JA Selection,Final Selection,Unnamed: 13,Course_ID,Location,Course_Level,Course_Level(ii),Course_Type,Course_Duration,Course_Credits,Education System,Education Sub-System,Teachin&Learning_Specialization,Teachin&Learning_Thematic Area 1,ECTS_1,Teachin&Learning_Thematic Area 2,ECTS_2,Teachin&Learning_Thematic Area 3,ECTS_3,Teachin&Learning_Thematic Area 4,ECTS_4,Teachin&Learning_Thematic Area 5,ECTS_5,Teachin&Learning_Thematic Area 6,ECTS_6,Teachin&Learning_Teaching Staff,Teachin&Learning_Delivery Modes,Teachin&Learning_Accreditation,Teachin&Learning_Accrediting Institution,Contacts_Contact Person Name,Contacts_Contact Person Address,Contacts_Course Director Name,Contacts_Course Director Address,Contacts_Course Website,Activity_Status,Activity_Last Updated,Job Prospects_Career Center,Job Prospects_Partnerships,Job Prospects_Internship,Job Prospects_Employability
1954,Enfermagem,723,Escola Superior de Saúde da Cruz Vermelha Portuguesa,4091,Lisboa,Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa,4091,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Lisboa,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1955,Enfermagem,723,Instituto Politécnico de Beja,3020,Escola Superior de Saúde,Instituto Politécnico de Beja - Escola Superior de Saúde,3022,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Beja,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1956,Enfermagem,723,Instituto Politécnico de Saúde do Norte,4107,CESPU - Escola Superior de Enfermagem do Tâmega e Sousa,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Enfermagem do Tâmega e Sousa,4107,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Paredes,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1957,Enfermagem,723,Escola Superior de Enfermagem do Porto,7003,,Escola Superior de Enfermagem do Porto - ,7003,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Porto,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1958,Enfermagem,723,Escola Superior de Enfermagem de São João,4097,,Escola Superior de Enfermagem de São João - ,4097,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Porto,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1959,Enfermagem,723,Escola Superior de Enfermagem do Dr. Ângelo da Fonseca,4097,,Escola Superior de Enfermagem do Dr. Ângelo da Fonseca - ,4097,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Porto,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1960,Enfermagem,723,Instituto Politécnico de Viseu,3180,Escola Superior de Saúde de Viseu,Instituto Politécnico de Viseu - Escola Superior de Saúde de Viseu,7085,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Viseu,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1961,Enfermagem,723,Escola Superior de Enfermagem da Imaculada Conceição,4089,,Escola Superior de Enfermagem da Imaculada Conceição - ,4089,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Oliveira De Azeméis,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1962,Enfermagem,723,Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa,4099,,Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa - ,4099,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Macedo De Cavaleiros,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1963,Enfermagem,723,Universidade de Évora,600,Escola Superior de Enfermagem de São João de Deus,Universidade de Évora - Escola Superior de Enfermagem de São João de Deus,7030,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Évora,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1964,Enfermagem,723,Escola Superior de Enfermagem Dr. José Timóteo Montalvão Machado,4093,,Escola Superior de Enfermagem Dr. José Timóteo Montalvão Machado - ,4093,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Chaves,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1965,Enfermagem,723,Escola Superior de Enfermagem de S. Vicente de Paulo,4098,,Escola Superior de Enfermagem de S. Vicente de Paulo - ,4098,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Funchal,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1966,Enfermagem,723,Instituto Politécnico de Saúde do Norte,4107,CESPU - Escola Superior de Saúde do Vale do Ave,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Saúde do Vale do Ave,4107,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Paredes,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1967,Enfermagem,723,Instituto Politécnico de Saúde do Norte,4107,CESPU - Escola Superior de Tecnologias da Saúde do Tâmega e Sousa,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Tecnologias da Saúde do Tâmega e Sousa,4107,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Paredes,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1968,Enfermagem,723,Instituto Politécnico de Viseu,3180,Escola Superior de Saúde de Viseu,Instituto Politécnico de Viseu - Escola Superior de Saúde de Viseu,7085,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Viseu,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1969,Enfermagem,723,Escola Superior de Enfermagem de Lisboa,7002,,Escola Superior de Enfermagem de Lisboa - ,7002,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Lisboa,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1970,Enfermagem,723,Instituto Politécnico de Santarém,3140,Escola Superior de Saúde de Santarém,Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém,3143,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Santarém,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1971,Enfermagem,723,Universidade Católica Portuguesa,2200,Escola Superior Politécnica de Saúde (Porto),Universidade Católica Portuguesa - Escola Superior Politécnica de Saúde (Porto),2216,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Porto,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1972,Enfermagem,723,Instituto Politécnico da Guarda,3090,Escola Superior de Saúde da Guarda,Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda,7040,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Guarda,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1973,Enfermagem,723,Escola Superior de Enfermagem de Coimbra,7001,,Escola Superior de Enfermagem de Coimbra - ,7001,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Coimbra,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1974,Enfermagem,723,Escola Superior de Enfermagem de Coimbra,7001,,Escola Superior de Enfermagem de Coimbra - ,7001,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Coimbra,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1975,Enfermagem,723,Escola Superior de Saúde Cruz Vermelha Portuguesa,2701,Alto Tâmega,Escola Superior de Saúde Cruz Vermelha Portuguesa - Alto Tâmega,2701,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Oeiras,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1976,Enfermagem,723,Instituto Politécnico de Leiria,3100,Escola Superior de Saúde de Leiria,Instituto Politécnico de Leiria - Escola Superior de Saúde de Leiria,7045,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Leiria,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1977,Enfermagem,723,Instituto Politécnico de Leiria,3100,Escola Superior de Saúde de Leiria,Instituto Politécnico de Leiria - Escola Superior de Saúde de Leiria,7045,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Leiria,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1978,Enfermagem,723,Universidade Católica Portuguesa,2200,Escola Superior Politécnica de Saúde (Lisboa),Universidade Católica Portuguesa - Escola Superior Politécnica de Saúde (Lisboa),2215,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Lisboa,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1979,Enfermagem,723,Escola Superior de Enfermagem de S. José de Cluny,4098,,Escola Superior de Enfermagem de S. José de Cluny - ,4098,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Funchal,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1980,Enfermagem,723,Escola Superior de Enfermagem de Lisboa,7002,,Escola Superior de Enfermagem de Lisboa - ,7002,Enfermagem de Saúde Infantil e Pediátrica,,No,No,,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1981,Enfermagem,723,Escola Superior de Enfermagem do Porto,7003,,Escola Superior de Enfermagem do Porto - ,7003,Enfermagem de Saúde Infantil e Pediátrica,,No,No,,No,,,Porto,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1982,Enfermagem,723,Escola Superior de Enfermagem do Porto,7003,,Escola Superior de Enfermagem do Porto - ,7003,Enfermagem de Saúde Infantil e Pediátrica,,No,No,,No,,,Porto,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1983,Enfermagem,723,Escola Superior de Enfermagem de S. José de Cluny,4098,,Escola Superior de Enfermagem de S. José de Cluny - ,4098,Enfermagem de Saúde Infantil e Pediátrica,,No,No,,No,,,Funchal,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1984,Enfermagem,723,Escola Superior de Saúde da Cruz Vermelha Portuguesa,4091,Lisboa,Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa,4091,Enfermagem de Saúde Infantil e Pediátrica,,No,No,,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1985,Enfermagem,723,Universidade do Minho,1000,Escola Superior de Enfermagem,Universidade do Minho - Escola Superior de Enfermagem,1000,Enfermagem de Saúde Infantil e Pediátrica,,No,No,,No,,,Braga,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1986,Enfermagem,723,Escola Superior de Saúde de Santa Maria,4091,,Escola Superior de Saúde de Santa Maria - ,4091,Enfermagem de Saúde Infantil e Pediátrica,,No,No,,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1987,Enfermagem,723,Instituto Politécnico de Viseu,3180,Escola Superior de Saúde de Viseu,Instituto Politécnico de Viseu - Escola Superior de Saúde de Viseu,7085,Enfermagem de Saúde Infantil e Pediátrica,,No,No,,No,,,Viseu,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1988,Enfermagem,723,Instituto Politécnico de Viseu,3180,Escola Superior de Saúde de Viseu,Instituto Politécnico de Viseu - Escola Superior de Saúde de Viseu,7085,Enfermagem de Saúde Materna e Obstétrica,,No,No,,No,,,Viseu,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1989,Enfermagem,723,Escola Superior de Saúde Atlântica,2701,,Escola Superior de Saúde Atlântica - ,2701,Enfermagem de Saúde Materna e Obstétrica,,No,No,,No,,,Oeiras,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1990,Enfermagem,723,Escola Superior de Enfermagem do Porto,7003,,Escola Superior de Enfermagem do Porto - ,7003,Enfermagem de Saúde Materna e Obstétrica,,No,No,,No,,,Porto,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1991,Enfermagem,723,Escola Superior de Enfermagem de Lisboa,7002,,Escola Superior de Enfermagem de Lisboa - ,7002,Enfermagem de Saúde Materna e Obstétrica,,No,No,,No,,,Lisboa,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1992,Enfermagem,723,Escola Superior de Enfermagem de Lisboa,7002,,Escola Superior de Enfermagem de Lisboa - ,7002,Enfermagem de Saúde Materna e Obstétrica,,No,No,,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1993,Enfermagem,723,Instituto Politécnico de Santarém,3140,Escola Superior de Saúde de Santarém,Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém,3143,Enfermagem de Saúde Materna e Obstétrica,,No,No,,No,,,Santarém,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1994,Enfermagem,723,Escola Superior de Enfermagem de S. José de Cluny,4098,,Escola Superior de Enfermagem de S. José de Cluny - ,4098,Enfermagem de Saúde Materna e Obstétrica,,No,No,,No,,,Funchal,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1995,Enfermagem,723,Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa,4099,,Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa - ,4099,Enfermagem de Saúde Materna e Obstétrica,,No,No,,No,,,Macedo De Cavaleiros,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1996,Enfermagem,723,Universidade de Évora,600,Escola Superior de Enfermagem de São João de Deus,Universidade de Évora - Escola Superior de Enfermagem de São João de Deus,7030,Enfermagem de Saúde Materna e Obstétrica,,No,No,,No,,,Évora,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1997,Enfermagem,723,Escola Superior de Enfermagem de Coimbra,7001,,Escola Superior de Enfermagem de Coimbra - ,7001,Enfermagem de Saúde Materna e Obstétrica,,No,No,,No,,,Coimbra,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1998,Enfermagem,723,Escola Superior de Enfermagem do Porto,7003,,Escola Superior de Enfermagem do Porto - ,7003,Enfermagem de Saúde Materna e Obstétrica,,No,No,,No,,,Porto,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1999,Enfermagem,723,Universidade dos Açores,100,Escola Superior de Saúde - Ponta Delgada,Universidade dos Açores - Escola Superior de Saúde - Ponta Delgada,7091,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Ponta Delgada,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2000,Enfermagem,723,Universidade de Trás-os-Montes e Alto Douro,1200,Escola Superior de Saúde,Universidade de Trás-os-Montes e Alto Douro - Escola Superior de Saúde,7080,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Vila Real,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2001,Enfermagem,723,Escola Superior de Enfermagem de Coimbra,7001,,Escola Superior de Enfermagem de Coimbra - ,7001,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Coimbra,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2002,Enfermagem,723,Escola Superior de Enfermagem de Coimbra,7001,,Escola Superior de Enfermagem de Coimbra - ,7001,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Coimbra,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2003,Enfermagem,723,Escola Superior de Enfermagem de Lisboa,7002,,Escola Superior de Enfermagem de Lisboa - ,7002,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Lisboa,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2004,Enfermagem,723,Escola Superior de Enfermagem de Lisboa,7002,,Escola Superior de Enfermagem de Lisboa - ,7002,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2005,Enfermagem,723,Escola Superior de Enfermagem do Porto,7003,,Escola Superior de Enfermagem do Porto - ,7003,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Porto,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2006,Enfermagem,723,Escola Superior de Enfermagem do Porto,7003,,Escola Superior de Enfermagem do Porto - ,7003,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Porto,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2007,Enfermagem,723,Universidade do Minho,1000,Escola Superior de Enfermagem,Universidade do Minho - Escola Superior de Enfermagem,1000,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Braga,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2008,Enfermagem,723,Instituto Politécnico de Bragança,3040,Escola Superior de Saúde de Bragança,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,7015,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Bragança,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2009,Enfermagem,723,Instituto Politécnico de Bragança,3040,Escola Superior de Saúde de Bragança,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,7015,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Bragança,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2010,Enfermagem,723,Instituto Politécnico de Castelo Branco,3050,Escola Superior de Saúde Dr. Lopes Dias,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,7020,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Castelo Branco,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2011,Enfermagem,723,Escola Superior de Enfermagem de Bissaya Barreto,4089,,Escola Superior de Enfermagem de Bissaya Barreto - ,4089,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Oliveira De Azeméis,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2012,Enfermagem,723,Instituto Politécnico de Viseu,3180,Escola Superior de Saúde de Viseu,Instituto Politécnico de Viseu - Escola Superior de Saúde de Viseu,7085,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Viseu,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2013,Enfermagem,723,Escola Superior de Enfermagem do Dr. Ângelo da Fonseca,4097,,Escola Superior de Enfermagem do Dr. Ângelo da Fonseca - ,4097,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Porto,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2014,Enfermagem,723,Universidade de Évora,600,Escola Superior de Enfermagem de São João de Deus,Universidade de Évora - Escola Superior de Enfermagem de São João de Deus,7030,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Évora,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2015,Enfermagem,723,Universidade de Évora,600,Escola Superior de Enfermagem de São João de Deus,Universidade de Évora - Escola Superior de Enfermagem de São João de Deus,7030,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Évora,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2016,Enfermagem,723,Instituto Politécnico de Leiria,3100,Escola Superior de Saúde de Leiria,Instituto Politécnico de Leiria - Escola Superior de Saúde de Leiria,7045,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Leiria,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2017,Enfermagem,723,Escola Superior de Enfermagem de Artur Ravara,4089,,Escola Superior de Enfermagem de Artur Ravara - ,4089,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Oliveira De Azeméis,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2018,Enfermagem,723,Escola Superior de Enfermagem de Maria Fernanda Resende,7002,,Escola Superior de Enfermagem de Maria Fernanda Resende - ,7002,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Lisboa,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2019,Enfermagem,723,Escola Superior de Enfermagem de Francisco Gentil,7001,,Escola Superior de Enfermagem de Francisco Gentil - ,7001,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Coimbra,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2020,Enfermagem,723,Escola Superior de Enfermagem de Calouste Gulbenkian de Lisboa,4089,,Escola Superior de Enfermagem de Calouste Gulbenkian de Lisboa - ,4089,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Oliveira De Azeméis,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2021,Enfermagem,723,Universidade dos Açores,100,Escola Superior de Enfermagem de Ponta Delgada,Universidade dos Açores - Escola Superior de Enfermagem de Ponta Delgada,7091,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Ponta Delgada,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2022,Enfermagem,723,Escola Superior de Enfermagem de São João,4097,,Escola Superior de Enfermagem de São João - ,4097,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Porto,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2023,Enfermagem,723,Instituto Politécnico de Santarém,3140,Escola Superior de Saúde de Santarém,Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém,3143,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Santarém,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
2024,Enfermagem,723,Instituto Politécnico de Santarém,3140,Escola Superior de Saúde de Santarém,Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém,3143,Enfermagem de Saúde Materna e Obstetrícia,,No,No,,No,,,Santarém,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
