,CNAEF_Areas of Education and Training,CNAEF_Areas of Education and Training_Main Code,Institution_Name,Institution_Name_ID,Institution_School,Unnamed: 5,Institution_School_ID,Course_Name,Course_Name_ID,PDC Selection,SM Selection,JA Selection,Final Selection,Unnamed: 13,Course_ID,Location,Course_Level,Course_Level(ii),Course_Type,Course_Duration,Course_Credits,Education System,Education Sub-System,Teachin&Learning_Specialization,Teachin&Learning_Thematic Area 1,ECTS_1,Teachin&Learning_Thematic Area 2,ECTS_2,Teachin&Learning_Thematic Area 3,ECTS_3,Teachin&Learning_Thematic Area 4,ECTS_4,Teachin&Learning_Thematic Area 5,ECTS_5,Teachin&Learning_Thematic Area 6,ECTS_6,Teachin&Learning_Teaching Staff,Teachin&Learning_Delivery Modes,Teachin&Learning_Accreditation,Teachin&Learning_Accrediting Institution,Contacts_Contact Person Name,Contacts_Contact Person Address,Contacts_Course Director Name,Contacts_Course Director Address,Contacts_Course Website,Activity_Status,Activity_Last Updated,Job Prospects_Career Center,Job Prospects_Partnerships,Job Prospects_Internship,Job Prospects_Employability
1877,Enfermagem,723,Instituto Politécnico de Saúde do Norte,4107,CESPU - Escola Superior de Tecnologias da Saúde do Tâmega e Sousa,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Tecnologias da Saúde do Tâmega e Sousa,4107,Enfermagem Comunitária,,No,No,,No,,,Paredes,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1878,Enfermagem,723,Escola Superior de Enfermagem do Porto,7003,,Escola Superior de Enfermagem do Porto - ,7003,Enfermagem Comunitária,,No,No,,No,,,Porto,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1879,Enfermagem,723,Instituto Politécnico de Viseu,3180,Escola Superior de Saúde de Viseu,Instituto Politécnico de Viseu - Escola Superior de Saúde de Viseu,7085,Enfermagem Comunitária,,No,No,,No,,,Viseu,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1880,Enfermagem,723,Escola Superior de Enfermagem de Lisboa,7002,,Escola Superior de Enfermagem de Lisboa - ,7002,Enfermagem Comunitária,,No,No,,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1881,Enfermagem,723,Escola Superior de Saúde de Santa Maria,4091,,Escola Superior de Saúde de Santa Maria - ,4091,Enfermagem Comunitária,,No,No,,No,,,Lisboa,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1882,Enfermagem,723,Escola Superior de Enfermagem do Porto,7003,,Escola Superior de Enfermagem do Porto - ,7003,Enfermagem Comunitária - Área de Enfermagem de Saúde Comunitária e de Saúde Pública,,No,No,,No,,,Porto,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1883,Enfermagem,723,Instituto Politécnico de Leiria,3100,Escola Superior de Saúde de Leiria,Instituto Politécnico de Leiria - Escola Superior de Saúde de Leiria,7045,Enfermagem Comunitária - Área de Enfermagem de Saúde Comunitária e de Saúde Pública,,No,No,,No,,,Leiria,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1884,Enfermagem,723,Instituto Politécnico de Santarém,3140,Escola Superior de Saúde de Santarém,Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém,3143,Enfermagem Comunitária - Área de Enfermagem de Saúde Comunitária e de Saúde Pública,,No,No,,No,,,Santarém,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1885,Enfermagem,723,Escola Superior de Enfermagem de Coimbra,7001,,Escola Superior de Enfermagem de Coimbra - ,7001,Enfermagem Comunitária ? área de enfermagem de Saúde Comunitária e de Saúde Pública,,No,No,,No,,,Coimbra,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1886,Enfermagem,723,Escola Superior de Enfermagem de Coimbra,7001,,Escola Superior de Enfermagem de Coimbra - ,7001,Enfermagem Comunitária ? área de Enfermagem de Saúde Familiar,,No,No,,No,,,Coimbra,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1887,Enfermagem,723,Instituto Politécnico de Leiria,3100,Escola Superior de Saúde de Leiria,Instituto Politécnico de Leiria - Escola Superior de Saúde de Leiria,7045,"Enfermagem Comunitária, na área de Enfermagem de Saúde Familiar",,No,No,,No,,,Leiria,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1888,Enfermagem,723,Universidade de Trás-os-Montes e Alto Douro,1200,Escola Superior de Saúde,Universidade de Trás-os-Montes e Alto Douro - Escola Superior de Saúde,7080,"Enfermagem Comunitária, na área de Enfermagem de Saúde Familiar",,No,No,,No,,,Vila Real,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1889,Enfermagem,723,Instituto Politécnico de Bragança,3040,Escola Superior de Saúde de Bragança,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,7015,"Enfermagem Comunitária, na área de Enfermagem de Saúde Familiar",,No,No,,No,,,Bragança,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1890,Enfermagem,723,Escola Superior de Enfermagem do Porto,7003,,Escola Superior de Enfermagem do Porto - ,7003,"Enfermagem Comunitária, na área de Enfermagem de Saúde Familiar",,No,No,,No,,,Porto,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1891,Enfermagem,723,Instituto Politécnico de Viana do Castelo,3160,Escola Superior de Saúde de Viana do Castelo,Instituto Politécnico de Viana do Castelo - Escola Superior de Saúde de Viana do Castelo,7075,"Enfermagem Comunitária, na área de Enfermagem de Saúde Familiar",,No,No,,No,,,Viana Do Castelo,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1892,Enfermagem,723,Universidade do Minho,1000,Escola Superior de Enfermagem,Universidade do Minho - Escola Superior de Enfermagem,1000,Enfermagem da Pessoa em Situação Crítica,,No,No,,No,,,Braga,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1893,Enfermagem,723,Universidade de Trás-os-Montes e Alto Douro,1200,Escola Superior de Saúde,Universidade de Trás-os-Montes e Alto Douro - Escola Superior de Saúde,7080,Enfermagem da Pessoa em Situação Crítica,,No,No,,No,,,Vila Real,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1894,Enfermagem,723,Universidade do Minho,1000,Escola Superior de Enfermagem,Universidade do Minho - Escola Superior de Enfermagem,1000,Enfermagem de Cuidados Paliativos,,No,No,,No,,,Braga,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1895,Enfermagem,723,Instituto Politécnico de Santarém,3140,Escola Superior de Saúde de Santarém,Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém,3143,Enfermagem de Emergência e Cuidados Críticos (Erasmus Mundus),,No,No,,No,,,Santarém,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1896,Enfermagem,723,Universidade do Algarve,200,Escola Superior de Saúde,Universidade do Algarve - Escola Superior de Saúde,3087,Enfermagem de Emergência e Cuidados Críticos (Erasmus Mundus),,No,No,,No,,,Portimão,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1897,Enfermagem,723,Universidade do Minho,1000,Escola Superior de Enfermagem,Universidade do Minho - Escola Superior de Enfermagem,1000,Enfermagem de Endoscopia Digestiva,,No,No,,No,,,Braga,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1898,Enfermagem,723,Escola Superior de Enfermagem de Coimbra,7001,,Escola Superior de Enfermagem de Coimbra - ,7001,Enfermagem de Família,,No,No,,No,,,Coimbra,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1899,Enfermagem,723,Instituto Politécnico de Coimbra,3060,Escola Superior de Tecnologia da Saúde de Coimbra,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,7210,Enfermagem de Família,,No,No,,No,,,Coimbra,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1900,Enfermagem,723,Escola Superior de Saúde de Santa Maria,4091,,Escola Superior de Saúde de Santa Maria - ,4091,Enfermagem de Reabilitação,,No,No,,No,,,Lisboa,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1901,Enfermagem,723,Instituto Politécnico de Viseu,3180,Escola Superior de Saúde de Viseu,Instituto Politécnico de Viseu - Escola Superior de Saúde de Viseu,7085,Enfermagem de Reabilitação,,No,No,,No,,,Viseu,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1902,Enfermagem,723,Instituto Politécnico de Bragança,3040,Escola Superior de Saúde de Bragança,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,7015,Enfermagem de Reabilitação,,No,No,,No,,,Bragança,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1903,Enfermagem,723,Escola Superior de Enfermagem de S. José de Cluny,4098,,Escola Superior de Enfermagem de S. José de Cluny - ,4098,Enfermagem de Reabilitação,,No,No,,No,,,Funchal,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1904,Enfermagem,723,Escola Superior de Enfermagem S. Francisco das Misericórdias,4096,,Escola Superior de Enfermagem S. Francisco das Misericórdias - ,4096,Enfermagem de Reabilitação,,No,No,,No,,,Lisboa,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1905,Enfermagem,723,Instituto Politécnico de Bragança,3040,Escola Superior de Saúde de Bragança,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,7015,Enfermagem de Reabilitação,,No,No,,No,,,Bragança,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1906,Enfermagem,723,Escola Superior de Saúde Atlântica,2701,,Escola Superior de Saúde Atlântica - ,2701,Enfermagem de Reabilitação,,No,No,,No,,,Oeiras,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1907,Enfermagem,723,Escola Superior de Saúde da Cruz Vermelha Portuguesa,4091,Lisboa,Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa,4091,Enfermagem de Reabilitação,,No,No,,No,,,Lisboa,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1908,Enfermagem,723,Universidade Católica Portuguesa,2200,Escola Superior Politécnica de Saúde (Porto),Universidade Católica Portuguesa - Escola Superior Politécnica de Saúde (Porto),2216,Enfermagem de Reabilitação,,No,No,,No,,,Porto,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1909,Enfermagem,723,Universidade de Évora,600,Escola Superior de Enfermagem de São João de Deus,Universidade de Évora - Escola Superior de Enfermagem de São João de Deus,7030,Enfermagem de Reabilitação,,No,No,,No,,,Évora,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1910,Enfermagem,723,Escola Superior de Enfermagem do Porto,7003,,Escola Superior de Enfermagem do Porto - ,7003,Enfermagem de Reabilitação,,No,No,,No,,,Porto,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1911,Enfermagem,723,Instituto Politécnico de Saúde do Norte,4107,CESPU - Escola Superior de Saúde do Vale do Ave,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Saúde do Vale do Ave,4107,Enfermagem de Reabilitação,,No,No,,No,,,Paredes,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1912,Enfermagem,723,Escola Superior de Enfermagem de Francisco Gentil,7001,,Escola Superior de Enfermagem de Francisco Gentil - ,7001,Enfermagem de Reabilitação,,No,No,,No,,,Coimbra,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1913,Enfermagem,723,Instituto Politécnico de Viseu,3180,Escola Superior de Saúde de Viseu,Instituto Politécnico de Viseu - Escola Superior de Saúde de Viseu,7085,Enfermagem de Reabilitação,,No,No,,No,,,Viseu,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1914,Enfermagem,723,Escola Superior de Enfermagem de Calouste Gulbenkian de Lisboa,4089,,Escola Superior de Enfermagem de Calouste Gulbenkian de Lisboa - ,4089,Enfermagem de Reabilitação,,No,No,,No,,,Oliveira De Azeméis,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1915,Enfermagem,723,Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa,4099,,Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa - ,4099,Enfermagem de Reabilitação,,No,No,,No,,,Macedo De Cavaleiros,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1916,Enfermagem,723,Universidade Fernando Pessoa (unidade de Ponte de Lima,2750,ensino politécnico),Universidade Fernando Pessoa (unidade de Ponte de Lima - ensino politécnico),2753,Enfermagem de Reabilitação,,No,No,,No,,,Ponte De Lima,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1917,Enfermagem,723,Escola Superior de Saúde Atlântica,2701,,Escola Superior de Saúde Atlântica - ,2701,Enfermagem de Reabilitação,,No,No,,No,,,Oeiras,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1918,Enfermagem,723,Escola Superior de Enfermagem de Maria Fernanda Resende,7002,,Escola Superior de Enfermagem de Maria Fernanda Resende - ,7002,Enfermagem de Reabilitação,,No,No,,No,,,Lisboa,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1919,Enfermagem,723,Escola Superior de Enfermagem Dr. José Timóteo Montalvão Machado,4093,,Escola Superior de Enfermagem Dr. José Timóteo Montalvão Machado - ,4093,Enfermagem de Reabilitação,,No,No,,No,,,Chaves,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1920,Enfermagem,723,Instituto Politécnico de Saúde do Norte,4107,CESPU - Escola Superior de Tecnologias da Saúde do Tâmega e Sousa,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Tecnologias da Saúde do Tâmega e Sousa,4107,Enfermagem de Reabilitação,,No,No,,No,,,Paredes,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1921,Enfermagem,723,Escola Superior de Enfermagem de Lisboa,7002,,Escola Superior de Enfermagem de Lisboa - ,7002,Enfermagem de Reabilitação,,No,No,,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1922,Enfermagem,723,Instituto Politécnico de Viana do Castelo,3160,Escola Superior de Saúde de Viana do Castelo,Instituto Politécnico de Viana do Castelo - Escola Superior de Saúde de Viana do Castelo,7075,Enfermagem de Reabilitação,,No,No,,No,,,Viana Do Castelo,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1923,Enfermagem,723,Escola Superior de Enfermagem de Lisboa,7002,,Escola Superior de Enfermagem de Lisboa - ,7002,Enfermagem de Reabilitação,,No,No,,No,,,Lisboa,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1924,Enfermagem,723,Universidade Católica Portuguesa,2200,Escola de Enfermagem (Lisboa),Universidade Católica Portuguesa - Escola de Enfermagem (Lisboa),2266,Enfermagem de Reabilitação,,No,No,,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1925,Enfermagem,723,Escola Superior de Enfermagem Cidade do Porto,4065,,Escola Superior de Enfermagem Cidade do Porto - ,4065,Enfermagem de Reabilitação,,No,No,,No,,,Lisboa,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1926,Enfermagem,723,Instituto Politécnico de Saúde do Norte,4107,CESPU - Escola Superior de Enfermagem do Tâmega e Sousa,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Enfermagem do Tâmega e Sousa,4107,Enfermagem de Reabilitação,,No,No,,No,,,Paredes,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1927,Enfermagem,723,Instituto Politécnico de Viana do Castelo,3160,Escola Superior de Saúde de Viana do Castelo,Instituto Politécnico de Viana do Castelo - Escola Superior de Saúde de Viana do Castelo,7075,Enfermagem de Reabilitação,,No,No,,No,,,Viana Do Castelo,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1928,Enfermagem,723,Universidade Católica Portuguesa,2200,Escola Superior Politécnica de Saúde (Lisboa),Universidade Católica Portuguesa - Escola Superior Politécnica de Saúde (Lisboa),2215,Enfermagem de Reabilitação,,No,No,,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1929,Enfermagem,723,Escola Superior de Enfermagem de Coimbra,7001,,Escola Superior de Enfermagem de Coimbra - ,7001,Enfermagem de Reabilitação,,No,No,,No,,,Coimbra,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1930,Enfermagem,723,Instituto Politécnico de Saúde do Norte,4107,CESPU - Escola Superior de Tecnologias da Saúde do Tâmega e Sousa,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Tecnologias da Saúde do Tâmega e Sousa,4107,Enfermagem de Reabilitação,,No,No,,No,,,Paredes,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1931,Enfermagem,723,Instituto Politécnico de Santarém,3140,Escola Superior de Saúde de Santarém,Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém,3143,Enfermagem de Reabilitação,,No,No,,No,,,Santarém,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1932,Enfermagem,723,Escola Superior de Saúde de Santa Maria,4091,,Escola Superior de Saúde de Santa Maria - ,4091,Enfermagem de Reabilitação,,No,No,,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1933,Enfermagem,723,Escola Superior de Enfermagem de Bissaya Barreto,4089,,Escola Superior de Enfermagem de Bissaya Barreto - ,4089,Enfermagem de Reabilitação,,No,No,,No,,,Oliveira De Azeméis,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1934,Enfermagem,723,Escola Superior de Saúde Cruz Vermelha Portuguesa,2701,Alto Tâmega,Escola Superior de Saúde Cruz Vermelha Portuguesa - Alto Tâmega,2701,Enfermagem de Reabilitação,,No,No,,No,,,Oeiras,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1935,Enfermagem,723,Escola Superior de Enfermagem de Artur Ravara,4089,,Escola Superior de Enfermagem de Artur Ravara - ,4089,Enfermagem de Reabilitação,,No,No,,No,,,Oliveira De Azeméis,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1936,Enfermagem,723,Universidade Católica Portuguesa,2200,Escola de Enfermagem (Porto),Universidade Católica Portuguesa - Escola de Enfermagem (Porto),2266,Enfermagem de Reabilitação,,No,No,,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1937,Enfermagem,723,Escola Superior de Enfermagem de Coimbra,7001,,Escola Superior de Enfermagem de Coimbra - ,7001,Enfermagem de Reabilitação,,No,No,,No,,,Coimbra,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1938,Enfermagem,723,Escola Superior de Enfermagem de S. José de Cluny,4098,,Escola Superior de Enfermagem de S. José de Cluny - ,4098,Enfermagem de Reabilitação,,No,No,,No,,,Funchal,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1939,Enfermagem,723,Escola Superior de Enfermagem do Porto,7003,,Escola Superior de Enfermagem do Porto - ,7003,Enfermagem de Reabilitação,,No,No,,No,,,Porto,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1940,Enfermagem,723,Instituto Politécnico de Castelo Branco,3050,Escola Superior de Saúde Dr. Lopes Dias,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,7020,Enfermagem de Reabilitação,,No,No,,No,,,Castelo Branco,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1941,Enfermagem,723,Escola Superior de Saúde Atlântica,2701,,Escola Superior de Saúde Atlântica - ,2701,Enfermagem de Reabilitação,,No,No,,No,,,Oeiras,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1942,Enfermagem,723,Universidade do Minho,1000,Escola Superior de Enfermagem,Universidade do Minho - Escola Superior de Enfermagem,1000,Enfermagem de Reabilitação,,No,No,,No,,,Braga,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1943,Enfermagem,723,Escola Superior de Enfermagem Dr. José Timóteo Montalvão Machado,4093,,Escola Superior de Enfermagem Dr. José Timóteo Montalvão Machado - ,4093,Enfermagem de Reabilitação,,No,No,,No,,,Chaves,,Especialização pós-licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1944,Enfermagem,723,Instituto Politécnico de Santarém,3140,Escola Superior de Saúde de Santarém,Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém,3143,Enfermagem de Reabilitação,,No,No,,No,,,Santarém,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1945,Enfermagem,723,Instituto Politécnico de Santarém,3140,Escola Superior de Saúde de Santarém,Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém,3143,Enfermagem de Saúde da Criança e do Jovem,,No,No,,No,,,Santarém,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1946,Enfermagem,723,Instituto Politécnico de Coimbra,3060,Escola Superior de Tecnologia da Saúde de Coimbra,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,7210,Enfermagem de Saúde do Idoso e Geriatria,,No,No,,No,,,Coimbra,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1947,Enfermagem,723,Escola Superior de Enfermagem de Coimbra,7001,,Escola Superior de Enfermagem de Coimbra - ,7001,Enfermagem de Saúde do Idoso e Geriatria,,No,No,,No,,,Coimbra,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1948,Enfermagem,723,Instituto Politécnico de Leiria,3100,Escola Superior de Saúde de Leiria,Instituto Politécnico de Leiria - Escola Superior de Saúde de Leiria,7045,Enfermagem de Saúde Familiar,,No,No,,No,,,Leiria,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1949,Enfermagem,723,Universidade de Aveiro,300,Escola Superior de Saúde de Aveiro,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,3013,Enfermagem de Saúde Familiar,,No,No,,No,,,Aveiro,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1950,Enfermagem,723,Instituto Politécnico de Santarém,3140,Escola Superior de Saúde de Santarém,Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém,3143,Enfermagem de Saúde Familiar,,No,No,,No,,,Santarém,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1951,Enfermagem,723,Universidade de Trás-os-Montes e Alto Douro,1200,Escola Superior de Saúde,Universidade de Trás-os-Montes e Alto Douro - Escola Superior de Saúde,7080,Enfermagem de Saúde Familiar,,No,No,,No,,,Vila Real,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1952,Enfermagem,723,Instituto Politécnico de Bragança,3040,Escola Superior de Saúde de Bragança,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,7015,Enfermagem de Saúde Familiar,,No,No,,No,,,Bragança,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
1953,Enfermagem,723,Escola Superior de Enfermagem do Porto,7003,,Escola Superior de Enfermagem do Porto - ,7003,Enfermagem de Saúde Infantil e Pediatria,,No,No,,No,,,Porto,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
